,url,date,source,context,main,detail,agreement
47,https://x.com/jijingya/status/1757792972727566821?s=20,2024-02-15,X,"설에 조카 만났는데 넘 속상하다
우리 조카는 5살 여자아인데, 멋지고 씩씩한걸 좋아한다 공주 같은걸 너무너무 싫어해서 옷이나 머리 묶은게 공주 같으면 싫다고 운다",슬픔,실망,33.33333333333333
48,https://x.com/gggayyyy/status/1758003463290769442?s=20,2024-02-15,X,우리동네 설빙 아이스크림양 개혜자스러움,기쁨,만족감,80.0
49,https://x.com/J_EK_1122/status/1758059571372007675?s=20,2024-02-15,X,요새 스트레스 받고 힘들어서 헛소리 같아  다들 걱정 시켜서 미안해…,수치심,미안함,30.0
50,https://x.com/DANDAP_/status/1757653278320652664?s=20,2024-02-14,X,"스트레스 받지 말그!
저희 집 고양이 보고 힐링하세요...♡",사랑,다정함,35.0
51,https://x.com/Afterrainfish/status/1757805930450993154?s=20,2024-02-15,X,나는 결백하다(1955) 이거는 진짜 최고의영화임 이 영화 안 보고 로맨스영화 봣다고 하면안된다고 생각합니다 저는,기쁨,자랑스러움,75.0
52,https://x.com/Angry82pigeon/status/1757846456013369632?s=20,2024-02-15,X,핸드폰 바꿨는데.. 어찌나 전뇌이식이 잘되는지 이전 폰에서 듣던 음악 멈춰둔 부분까지 살려놔서 새로 산 기분이 전혀 안남..,욕망,불만,45.0
53,https://x.com/Happy48791/status/1758091456622047358?s=20 ,2024-02-15,X,편의점 초콜릿 중 가장 맛있는 초콜릿이라고 생각하오. 입에 넣자마자 기분 좋아지는 맛이오. ,기쁨,만족감,65.0
54,https://x.com/4_wonderfullife/status/1757731717799096830?s=20,2024-02-14,X,책보다가 뺨 맞은 기분은 처음이군요....ㅋㅋㅋㅋㅋㅋ,중립,놀람,20.0
55,https://x.com/kimmikimmi__/status/1757560928013578454?s=20 ,2024-02-14,X,"물가 미친거 맞음
살림을 하는 하거나 장을 봐본 사람들은 알어 시장이건 마트건 무서워서 물건을 못집음 일단 매대의 가격부터 확인하고 그 다음에 고민하고  정말 물건 5개 살꺼 2개만 삼",욕망,불만,20.0
56,https://x.com/nooyeeyee/status/1757770019990290695?s=20 ,2024-02-14,X,내가 제일 싫어하고 무서워하는 년들.. 속으로는 나 싫어하면서 친하게는 지내려고하고 좋아하는 척하는 애들.. 나는 걔가 너무 무서워서 똑같이 걔를 좋아하는 척 할수밖에 없음 최선을다해..,미움(상대방),경멸,25.0
57,https://x.com/onmyeon72/status/1756718263223128193?s=20,2024-02-12,X,"진짜 주집착 찐으로 미친것 같아서
연기가 아니라 걍 그 캐릭터로 보이고
너무 무서움 진짜",두려움,공포,100.0
58,https://x.com/newguinzip/status/1756883164159746440?s=20,2024-02-12,X,"죄송한데 저 그돈 없이도 먹고 산다고요!!!
와 드럽고 치사하다!!! ",미움(상대방),치사함,30.0
59,https://x.com/OLiive_214/status/1755005944986235370?s=20,2024-02-07,X,민족 대명절이라며 3일이 뭐냐. 쩨쩨한 민족이 되고 싶지 않으면 당장 7일 쉬어야한다,욕망,불만,40.0
60,https://x.com/AYOTHIK_CP14/status/1757751675182567661?s=20,2024-02-14,X,가비지타임 팝업 끝나고만 와 본 게 제일 억울하다 다들 왜 저 빼고 재밋는 거 보고 잇었냐구요,슬픔,억울함,60.0
61,https://x.com/BJUKMOTww01/status/1756874564032934127?s=20,2024-02-12,X,전 사회인이 되니 명절이 무조건적으로 좋지만은 않은 거 같습니다....,싫어함(상태),난처함,40.0
62,https://x.com/hsegj/status/1757035686367318466?s=20,2024-02-12,X,"그걸 잡는게 정부 역할인데 ㅜ.
욕도 이제 지겹다",미움(상대방),냉담,45.0
63,https://x.com/urcatluvsu/status/1757790408388808953?s=20,2024-02-15,X,"네웹 무료회차감상으로 수익이 안나온다고? 월고료가있는데어시비로다나간다고?
이x발 작가님들 도대체 어떻게 연재하고 있던 거임 네웹이 쓰레기새끼들이네이거",분노,날카로움,60.0
64,https://x.com/after5n_lee/status/1756739565669568659?s=20,2024-02-12,X,"아.. 너무 충격적임. 유튜브 광고에서 후쿠시마 쌀 광고해 
후쿠시마...나 눈을 의심했어...나라가 망했다",두려움,걱정,20.0
65,https://x.com/gamja_zev/status/1755561348493189194?s=20,2024-02-08,X,"아 사귄지 얼마나 됐다고
오바야 오바 헤어진다 니네들",싫어함(상태),답답함,10.0
66,https://x.com/yerorong_/status/1755472432394379711?s=20,2024-02-08,X,우리는 자체개발기술이니까 옷 만드는 속도 느리다는걸 봐줘야됨..??? 경쟁력이 없어도 너무 없음 최초는 어렵지만 모방은 쉬움 금방 따라잡힐거란 생각이 안드나?,싫어함(상태),답답함,45.0
67,https://x.com/pla_yerong/status/1758020306042789909?s=20 ,2024-02-15,X,일본에서 서브컬쳐가 좀 더 대중화 되어있는 편이라고 해도 해외 버추얼 아이돌 신인이 저정도 이벤트 하는거면 박수쳐줘야함,기쁨,자랑스러움,80.0
68,https://x.com/Arere_okashijo/status/1757941323854942504?s=20,2024-02-15,X,"말들 의식해서 바꿨으면 사과 공지 짧게라도 올렸음 좋았을텐데
이렇게 슬쩍 수정한거 조금 흠 스럽긴 함 물론 수정 안한거보단 낫지만",욕망,아쉬움,45.0
69,https://x.com/syun_soil/status/1757994940884529498?s=20,2024-02-15,X,아니 비였는데!!! 영상8도였는데!!!! 눈으로 바뀌었다니까!!!!! 내가 과몰입을 하는게 아니라!!!! 2월 15일에 눈이 내린다니까 갑자기!!!!!,중립,놀람,35.0
70,https://x.com/1972rich2/status/1757600464047370285?s=20,2024-02-14,X,"행정 능력 최하 정부답다.
일반인 무능한 것은 죄가 아니지만 정부의 무능은 죄악이다.",미움(상대방),불신감,25.0
71,https://x.com/myhoneyisnow/status/1758090176080007266?s=20,2024-02-15,X,왜 사람 가려서 사과하세요? 사람 걸러서 선택적 사과 하고 플텍은 왜 거신 거예요? 공개 사과문도 안 보이고 내가 찾아가 드리지도 못하잖아,분노,날카로움,15.0
72,https://x.com/myhoneyisnow/status/1758106837872955519?s=20,2024-02-15,X,사과 바라지도 않았는데 선택적 사과라니까 넘 황당해요 ....,싫어함(상태),난처함,25.0
73,https://x.com/pla_yerong/status/1755995757361103111?s=20,2024-02-10,X,"노아가 그렇다고 너무 미안하다 죄송하다 이러는데 안 믿을 수가 없었음...
진심으로 미안해했는데 그거는 우리를 속이는 것에 대한 사과였던것임",슬픔,실망,20.0
74,https://x.com/mika_liy/status/1758067859123810573?s=20,2024-02-15,X,친구한테 믿을수가 없는 카톡이 옴…,두려움,놀람,80.0
75,https://x.com/DDONGGO_7/status/1756611564327850370?s=20,2024-02-11,X,"식당왓는데 와파 비번 개멀리있어서 안보여가지고 다들 아..뭐야..했는데 내가 폰 들고 "" 걱정마 갤럭시 s23+ 광학 100배줌이라면 가능해 "" ㅇㅈㄹ 삼성 CF발언함..",수치심,부끄러움,35.0
76,https://x.com/berry_0801_/status/1755901090611319156?s=20,2024-02-09,X,"그리고 혜원 언니 자존감 낮은거 너무 안타까움
언니 칭찬만 가득 해드려야돼 진짜로",사랑,동정(슬픔),40.0
77,https://x.com/Jjjjooooyyyy123/status/1757954986942898429?s=20,2024-02-15,X,학대받으면 복수심이 생기는게 아니라 애정결핍이 생기는 부분이 너무 안타까움 남들이 보기엔 그냥 착한건데 사실은 일원으로 인정받고싶어서 애쓰는거라는게 ㅜㅜ,슬픔,동정(슬픔),40.0
78,https://x.com/mongmong_Sw/status/1757818099523547457?s=20,2024-02-15,X,솔직히 제 3자가 멋모르고 비판만 하는 모습 누가 생각하기에도 별로 탐탁지 않고 그냥 비판하는 수준이 아니라 너 하나 죽고 끝나자 이 마인드로 쏘아붙이는것 같아서 눈살찌푸려짐 진짜,싫어함(상태),불편함,30.0
79,https://x.com/isoxngor/status/1754900768304562475?s=20,2024-02-07,X,트리플에스는 그때 딱 터진 4명만 이끌었으면 더 유명해질텐데 굳이 인원 늘리는 이유가 뭐임 듣보만 늘어나서 안타까움,욕망,아쉬움,60.0
80,https://x.com/Kyu_162/status/1757350446971425259?s=20,2024-02-13,X,계약서 실제로 읽어보진 않았지만 불공정계약임에도 모 방송 나온 아티스트들 거의 계약된거 보면 그 회사 악독하고 재수없다..사람 마음 이용하지 마라....,미움(상대방),치사함,45.0
81,https://x.com/ggulmirkmodo/status/1758009441071567278?s=20,2024-02-15,X,80년전 사건에 대한 왜곡된 역사관을 바로잡아 주려는 시도는 성공 확률이 극히 낮아보여 참 안타까울 뿐이죠,욕망,아쉬움,45.0
82,https://x.com/fantasyboys___/status/1754440719518097717?s=20,2024-02-05,X,불명 스포하지마세요 !!! 제작진들 서치해서 스포한 아티스트 다음 출연 일절 없는걸로 유명함,두려움,걱정,20.0
83,https://x.com/plave_p/status/1755465830505361620?s=20,2024-02-08,X,"오랜시간 힘드셨다면 미리 말씀을 주셨어야죠,
협력진분들 커미션도 아니고 오직 팬심으로만 협력해서 드린건데 사소한 공지 • 연락도 일절 없으시다가 잠수타시고 , 협력품 다 받으신 다음에 이런식으로 주최 취소를 하신다는게 이해가 안간다는거에요",싫어함(상태),실망,15.0
84,https://x.com/LUNA_EPARI/status/1755079180956659729?s=20,2024-02-07,X,멤버들이 방송에서 선넘은 연성 보고 진심으로 화내는 모습 보이면 팬들도 같이 화내고 속상해하고 아파할게 보이니 참는거란걸 생각을하는 인간이면 눈치를채세요 제발..,싫어함(상태),답답함,15.0
85,https://x.com/nana2d9/status/1758077658234269775?s=20,2024-02-15,X,애 상태랑 어머니 얘기는 안보이고 아버지 이시간에 주무신다는 거나 계속 아버지가 화낸다 쫓아낸다 자기 말 안듣는다 하는 거 보면 대충 어떻게 살지 감 오잖아... ,슬픔,아픔,0.0
86,https://x.com/kmuknow/status/1758076499138084987?s=20,2024-02-15,X,"아 일하기 너무 싫음 끔찍함 직무 너무 안 맞음
하지만 잘하는게 딱히 없기 때문에 그냥 하던거 해야함",싫어함(상태),싫증,25.0
87,https://x.com/innig_song/status/1757686173928243325?s=20 ,2024-02-14,X,우리 공주한테 줄 수 있는 마음의 크기도 너무 부족해서 억울한데 그 마음을 같잖은 무언가에 낭비하기도 싫음,미움(상대방),냉담,30.0
88,https://x.com/tv_fr0/status/1757320482326782376?s=20,2024-02-13,X,"요즘 ㅆㅃ 다 비싸서 뭘 하기가 싫음
밥 비싸서 사먹기 싫음
커피 비싸서 사먹기 싫음
옷 비싸서 사기 싫음
신발 비싸서 사기 싫음
책 비싸서 사기 싫음",싫어함(상태),싫증,60.0
89,https://x.com/ephemerall28/status/1756676818084729260?s=20,2024-02-11,X,"일본 방사능….너는 정말 쓰레기구나
ㅎ다시봐도 어이없고 일본차 타고 관광오는것도 싫음",미움(상대방),경멸,20.0
90,https://x.com/why_doushite/status/1757945373132546453?s=20,2024-02-15,X,이게... 인생? 이렇게 싫은게 인생? 이렇게 싫은걸 참고살아야하는게 인생? 이게 어른의 삶?,슬픔,절망,25.0
91,https://x.com/go__owr/status/1757798915997647229?s=20,2024-02-15,X,난 사실 제일 짜릿했던 소비가 뭐였냐면. 숫자의 허망함은 차치하고 그걸 전부 다 책을 샀다. 그 날 원없이 사봤다. 그게 제일 기억에 남는다.,기쁨,만족감,45.0
92,https://x.com/to_saee/status/1758120941387980869?s=20,2024-02-15,X,친구 없는 척 하는 사람들이 너무 싫음 맨날 친구 없다 찐따다 뭐다 해놓고 알고보면 친구 제일 많음 진짜 개빡침,미움(상대방),불신감,30.0
93,https://x.com/eternal1young/status/1757635259016106142?s=20,2024-02-14,X,그 바쁜 와중에 착장별로 영상 남겨준 거 너무너무 기특해요,기쁨,고마움,35.0
94,https://x.com/Sei_o3o/status/1757287690574401928?s=20,2024-02-13,X,상엽이 동물 별로 안좋아하고 고양이 알러지까지 있으면서 길고양이한테 한없이 친절하고 고양이 만날때마다 보여주는거 너무 호감임,사랑,호감,100.0
95,https://x.com/yam_0077/status/1757791259417272795?s=20,2024-02-15,X,아 근데 자주 만나면 싸우죠 근데 이렇게 만날 일이 별로 없으니까 소중하게 봤어요,사랑,귀중함,60.0
96,https://x.com/o_n1n9/status/1754919051833573742?s=20,2024-02-07,X,ㅎㅏ 하이큐 한국 개봉이 5월 정도라는거 예상은 했는데 진짜네..중간고사 땜에 편히 덕질도 못하잔아ㅜㅜㅜㅡㅜ,욕망,아쉬움,40.0
97,https://x.com/ROBlov__5/status/1758090534290411662?s=20,2024-02-15,X,너무 잘생겨서 넋놓고 얼굴만 봄..,사랑,매력적,80.0
98,https://x.com/light_grayish_/status/1758117603674087535?s=20 ,2024-02-15,X,아니 마녀공장.. 물가는 올랐는데 2년 전 네고왕 때보다 천원 내려서 하는거 진짜 남는거 있는지 걱정 될 정도,기쁨,감동,25.0
99,https://x.com/sodalsoo/status/1757790143749276009?s=20,2024-02-15,X,살면서 이렇게 많은 사람들이 봐주시는건 처음인데... 좀 민망하네요 부끄러워요,수치심,부끄러움,80.0
100,https://x.com/jeansnejikomu/status/1758102400270045635?s=20,2024-02-15,X,"저는 17살 때 데스티니스 차일드로서 첫 VMA를 수상한 것을 기억하는데, 제 인생에서 가장 신나는 순간 중 하나였습니다. 그렇기 때문에, 저는 테일러가 나와서 그녀의 순간을 가졌으면 합니다.",욕망,기대감,15.0
101,https://x.com/Hearts4jongho/status/1755782649745125479?s=20,2024-02-09,X,저 동물의 숲도 안하는데 요즘 뽀야미한테 빠졌어요 어케 나 닌텐도 사야되나,사랑,호감,25.0
102,https://x.com/zldtkfdlfrl/status/1756291865580896660?s=20,2024-02-10,X,승리넣고 빅뱅으로 했었으면 웃기기라도했지 빅뱅은 못건드리겠으니까 죄없는 나머지그룹들 건드리네 이건 뭐 재미도없고 개실망,슬픔,실망,15.0
103,https://x.com/DDONGGO_7/status/1758157148167823805?s=20,2024-02-16,X,아니 산리오 인기투표도 시발 나 북한인민자격으로 했다고 나라진짜 개많아서 다시 보니깐 democratic 뒤에 people's..있어서 개놀람진짜,두려움,놀람,80.0
104,https://x.com/DDONGGO_7/status/1758155819533889883?s=20,2024-02-16,X,아니 진짜 인증국가 한국 찾기 너무어려움 전에 슥슥 내리다가 Democratic ....더보기 코리아 있어서 아무생각없이 엌 민주주의? 민주주의 하면 대한민국이제ㅋㅋㅋㅋㅋ 하고 설.정.왈.료. 했는데 바로 밑에 Republic of korea이라는 내 조국이 있어서 평창가려다가 평양 간 사람됨,싫어함(상태),불편함,30.0
105,https://x.com/soraeyo/status/1758146555402715459?s=20,2024-02-16,X,가슴이다찢어져서너덜너덜해짐... 앞으로 나한테 안녕하세요 인사하는 것들은 다 죽여버릴거임 지금 이타치 오빠가 없는데 안녕하겠냐고,슬픔,고통,45.0
106,https://x.com/after5n_lee/status/1758068693215666199?s=20,2024-02-15,X,"얼마전에 유튜브에서 후쿠시마 쌀 광고를 하는 것을 봤다. 우리나라 말로... 일본 광고가 아니었다 우리나라를 겨냥한 광고였다
뭔가 불안함이 엄습해 오는 것이 별 근거없는 내 망상 때문이길 바란다",두려움,걱정,65.0
107,https://x.com/dreamingdrumer/status/1757689916941869085?s=20,2024-02-14,X,살아보니 내 후짐을 못견뎌 하는게 가장 힘들어. 그냥 내가 이만큼 형편없구나 못났구나를 인정하고 시작해야 발전도 극복도 있어.,슬픔,수치심,50.0
108,https://x.com/plzstudynow/status/1757794587266220059?s=20,2024-02-15,X,재수하면 ㅈ된다진짜로진짜로진짜로내또래들은일주일연휴동안친구들끼리일본여행갓다오고해외여행갓다오고다같이놀텐데나는재종에처박혀서공부하다가집가서그러면안되는걸알면서도인스타에들어가서친구들스토리를확인하고자살충동에빠지는일이절대로일어나서는안된다,두려움,초조함,20.0
109,https://x.com/G0TOK1212/status/1758125416320233494?s=20,2024-02-15,X,"이런 일로 끼어들고 싶지 않았는데, 범죄는 늘 우리 주변에서 일상에서 일어나요. 오너님께서 마음이 착하신건 알겠는데 마음이 불편하다는 것만을 이유로, 상대방을 배려하겠단 생각으로 굳이 대면하지 않으셨음 해요. 제발",두려움,걱정,60.0
110,https://x.com/uzu4lsuspect/status/1757789736050315598?s=20,2024-02-15,X,"오늘은 오랜만에 차홍가서 머리짤랐는디요
정말 5.5만원 커트비가 아깝지않음",기쁨,만족감,100.0
111,https://x.com/uzu4lsuspect/status/1757789737761595893?s=20 ,2024-02-15,X,목뒤에 대주고 드라이하러 나와서는 아로마오일로 어깨랑 목 지압해줌 아 진짜 무릉도원이라는 생각이 절로 들었고요 7만원이라도 다닐 의향이 있음 … ㅠㅠ,기쁨,만족감,100.0
112,https://x.com/inleminati/status/1757914561561428300?s=20,2024-02-15,X,10년 가까이 저를 괴롭히는 문제가 하나 있습니다. 폰으로 인터넷을 할 때 조금이라도 흥미로운 이미지가 있으면 일단 저장해 버리는 습관인데 이것 때문에 사진 앱 관리가 도저히 안 됩니다. 다들 이런 문제 없으시나요?,욕망,궁금함,40.0
113,https://x.com/nicoFourier/status/1757916497828348390?s=20,2024-02-15,X,막상 그 확실하고 명료한 거절 들으면 기뻐하고 감사히 여길것도 아니면서 거절해달라고 요구함........ 황당함.,싫어함(상태),난처함,30.0
